key,value
name,Guadeloupe - Population estimates (1950-2010) [UN DESA]
dataset,UN DESA world population estimates
description,"Population estimates for Guadeloupe from the 2012 Revision of the World Population Prospects, produced by the Population Division of the United Nations Department of Economic and Social Affairs"
file,pop_glp_desa.csv
filehash,d77cd77e27d04adc110a285664c33ddc8e4d1f2d
category,Demographics
type,Population
columns,"year,value"
