key,value
name,Montserrat - Population estimates (1950-2010) [UN DESA]
dataset,UN DESA world population estimates
description,"Population estimates for Montserrat from the 2012 Revision of the World Population Prospects, produced by the Population Division of the United Nations Department of Economic and Social Affairs"
file,pop_msr_desa.csv
filehash,cdc4e2d33b64c04f7d58884425434a06797b5c36
category,Demographics
type,Population
columns,"year,estimated-population"
