key,value
name,Suriname - Population estimates (1950-2010) [UN DESA]
dataset,UN DESA world population estimates
description,"Population estimates for Suriname from the 2012 Revision of the World Population Prospects, produced by the Population Division of the United Nations Department of Economic and Social Affairs"
file,pop_sur_desa.csv
filehash,db1b904b6da9784b10296576f496d47534865d2a
category,Demographics
type,Population
columns,"year,estimated-population"
