key,value
name,Bermuda - Population estimates (1950-2010) [UN DESA]
dataset,UN DESA world population estimates
description,"Population estimates for Bermuda from the 2012 Revision of the World Population Prospects, produced by the Population Division of the United Nations Department of Economic and Social Affairs"
file,pop_bmu_desa.csv
filehash,20f0b13bfb612f564f46887dec1a9ac985c48562
category,Demographics
type,Population
columns,"year,estimated-population"
